Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1971"",""1971"",""tonnes"",""9631772"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1972"",""1972"",""tonnes"",""9351589"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1973"",""1973"",""tonnes"",""9995657"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1974"",""1974"",""tonnes"",""10914574"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1975"",""1975"",""tonnes"",""9749836"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1976"",""1976"",""tonnes"",""9416595"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1977"",""1977"",""tonnes"",""10149096"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1978"",""1978"",""tonnes"",""11265143"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1979"",""1979"",""tonnes"",""11177128"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1980"",""1980"",""tonnes"",""11253864"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1981"",""1981"",""tonnes"",""11254906"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1982"",""1982"",""tonnes"",""11370906"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1983"",""1983"",""tonnes"",""12548219"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1984"",""1984"",""tonnes"",""14125965"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1985"",""1985"",""tonnes"",""13801524"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1986"",""1986"",""tonnes"",""14601295"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1987"",""1987"",""tonnes"",""13971181"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1988"",""1988"",""tonnes"",""15620731"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1989"",""1989"",""tonnes"",""14509067"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1990"",""1990"",""tonnes"",""15241870"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1991"",""1991"",""tonnes"",""16611967"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1992"",""1992"",""tonnes"",""15541661"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1993"",""1993"",""tonnes"",""15766533"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1994"",""1994"",""tonnes"",""16480510"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1995"",""1995"",""tonnes"",""17763312"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1996"",""1996"",""tonnes"",""18921683"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1997"",""1997"",""tonnes"",""19826755"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1998"",""1998"",""tonnes"",""20187491"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""1999"",""1999"",""tonnes"",""19615366"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""21621548"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""22837837"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""20817740"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""19259811"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""25427210"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""23692700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""22427900"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2007"",""2007"",""tonnes"",""20828077"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2008"",""2008"",""tonnes"",""25988564"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""25192350"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""23782955"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""22782700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""22409300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""25019100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""27784700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""26549500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""24463800"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""24481600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""20263500"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""23062600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""22172100"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""21459200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""276"",""Allemagne"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""22587300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1961"",""1961"",""tonnes"",""711673"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1962"",""1962"",""tonnes"",""706206"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1963"",""1963"",""tonnes"",""689528"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1964"",""1964"",""tonnes"",""750534"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1965"",""1965"",""tonnes"",""660712"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1966"",""1966"",""tonnes"",""896906"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1967"",""1967"",""tonnes"",""1045402"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1968"",""1968"",""tonnes"",""1044709"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1969"",""1969"",""tonnes"",""950279"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1970"",""1970"",""tonnes"",""810424"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1971"",""1971"",""tonnes"",""974281"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1972"",""1972"",""tonnes"",""863310"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1973"",""1973"",""tonnes"",""939152"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1974"",""1974"",""tonnes"",""1101762"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1975"",""1975"",""tonnes"",""945188"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1976"",""1976"",""tonnes"",""1233520"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1977"",""1977"",""tonnes"",""1071848"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1978"",""1978"",""tonnes"",""1194808"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1979"",""1979"",""tonnes"",""849921"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1980"",""1980"",""tonnes"",""1200599"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1981"",""1981"",""tonnes"",""1025011"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1982"",""1982"",""tonnes"",""1236355"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1983"",""1983"",""tonnes"",""1417365"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1984"",""1984"",""tonnes"",""1501000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1985"",""1985"",""tonnes"",""1562776"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1986"",""1986"",""tonnes"",""1414599"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1987"",""1987"",""tonnes"",""1450734"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1988"",""1988"",""tonnes"",""1559993"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1989"",""1989"",""tonnes"",""1362951"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1990"",""1990"",""tonnes"",""1404468"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1991"",""1991"",""tonnes"",""1375253"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1992"",""1992"",""tonnes"",""1325401"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1993"",""1993"",""tonnes"",""1018013"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1994"",""1994"",""tonnes"",""1255122"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1995"",""1995"",""tonnes"",""1301445"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1996"",""1996"",""tonnes"",""1239723"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1997"",""1997"",""tonnes"",""1352281"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1998"",""1998"",""tonnes"",""1341820"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""1999"",""1999"",""tonnes"",""1416200"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""1312962"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""1508283"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""1434208.07"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""1191380"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""1718825.23"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""1453072"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""1396300"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2007"",""2007"",""tonnes"",""1399341"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2008"",""2008"",""tonnes"",""1689688"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""1523368"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""1517805"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""1781837"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""1275498"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""1597706.42"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""1804018.24"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""1725736.81"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""1970363.6"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""1437143"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""1367060"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""1596880"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""1652740"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""1547600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""040"",""Autriche"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""1712530"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2000"",""2000"",""tonnes"",""1687700"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2001"",""2001"",""tonnes"",""1457400"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2002"",""2002"",""tonnes"",""1675000"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2003"",""2003"",""tonnes"",""1640364"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2004"",""2004"",""tonnes"",""1913177"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2005"",""2005"",""tonnes"",""1768410"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2006"",""2006"",""tonnes"",""1661958"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2007"",""2007"",""tonnes"",""1577342"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2008"",""2008"",""tonnes"",""1850406"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2009"",""2009"",""tonnes"",""1909768"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2010"",""2010"",""tonnes"",""1849584"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2011"",""2011"",""tonnes"",""1687749"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2012"",""2012"",""tonnes"",""1834624"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2013"",""2013"",""tonnes"",""1803550"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2014"",""2014"",""tonnes"",""1994600"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2015"",""2015"",""tonnes"",""2019347"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2016"",""2016"",""tonnes"",""1400074"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2017"",""2017"",""tonnes"",""1702721"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2018"",""2018"",""tonnes"",""1661860"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2019"",""2019"",""tonnes"",""1902380"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2020"",""2020"",""tonnes"",""1741480"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2021"",""2021"",""tonnes"",""1629180"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""056"",""Belgique"",""5510"",""Production"",""0111"",""Blé"",""2022"",""2022"",""tonnes"",""1851870"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""058"",""Belgique-Luxembourg"",""5510"",""Production"",""0111"",""Blé"",""1961"",""1961"",""tonnes"",""787372"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""058"",""Belgique-Luxembourg"",""5510"",""Production"",""0111"",""Blé"",""1962"",""1962"",""tonnes"",""888520"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""058"",""Belgique-Luxembourg"",""5510"",""Production"",""0111"",""Blé"",""1963"",""1963"",""tonnes"",""822179"",""A"",""Chiffre officiel"","""""
"QCL,""Cultures et produits animaux"",""058"",""Belgique-Luxembourg"",""5510"",""Production"",""0111"",""Blé"",""1964"",""1964"",""tonnes"",""949813"",""A"",""Chiffre officiel"","""""
